Content Type,Size,Content Title,Content,Designer Name,Instructions For Designer,Reference Link/Image,Assigned By,Assigned Date,Completion Date,Design Status,Approval Status,Captions,Posting Status,Design Drive Link,,,,
Event Cover,,ARU Event HO,"FES logo, 22 Years, ARU logo
Anglia Ruskin University
Meet & Greet Session
Meet with
Usama Saleem
Country Manager - Pakistan at ARU
22nd July, 2025 
4 PM – 6 PM
FES Head Office, Lahore
0346-8454546
www.fespak.com
",Raheel,,https://www.linkedin.com/in/usama-saleem-0181b8127/,Shumaila,9 July,9 July,Completed ,,"Want direct insights into studying at Anglia Ruskin University? Join us for an exclusive Meet & Greet Session with Usama Saleem, Country Manager - Pakistan at ARU, on 22nd July 2025, from 4 PM to 6 PM at the FES Head Office, Lahore. It’s the perfect chance to ask your questions, understand admission requirements, explore scholarships and learn about life at ARU: straight from the official source.",,,,,,
SM post,,UCAS Clearing Post 3,"FES logo, 22 Years, UCAS logo
Design idea: A large calendar with dates circled in red (5 July, 12 Aug, 21 Sept), overlaid on a
UK university campus image. Animated-style graphics like books, plane, graduation cap.
Tagline: “Mark Your Calendar – These Dates Matter!”
- 5 July: UCAS Clearing opens
- 12 August: A-Level Results
- 20 Oct: Last date to apply through Clearing
FES is here to guide you-step by step.
Book a FREE consultation today.
0341-8454888 | 0346-8454999
www.fespak.com
",Akbar,,,Shumaila,9 July,,,,"Deadlines don’t wait. Start early and get expert help from FES to secure your UK
university place.
#UCAS2025 #ClearingTimeline #FESCalendar #UKStudyHelp #DeadlineRead",,,,,,
Event Cover,,21 - 29 Abbottabad App Week,"FES, 22 years
Application Week 
Featuring UK Universities 
Logos of NTU, UoN, MDX, ARU

21st July - 26th July, 2025
11 AM to 5 PM
FES Office, Abbottabad (Highlight)

Reasons To Attend
✅ On-Spot Applications
✅ Scholarships Upto £9,000
✅ No Application Fees
✅ MOI, Oxford ELLT & Duolingo Accepted
✅ Flexible Installment Plan
✅ Clearing Open

03458454772 | 03468454747
www.fespak.com

",Tayyaba,,,Insia,,,Completed ,,Previous,Posted,,,,,
Event Cover,,28 - 2 Abbottabad App Week,"FES, 22 years
London Application Week 
Logos of Hull and Aston University

28th July - 2nd August, 2025
11 AM to 5 PM
FES Office, Abbottabad (Highlight)

Reasons To Attend
✅ On-Spot Applications
✅ Scholarships 
✅ No Application Fees
✅ MOI, Oxford ELLT & Duolingo Accepted
✅ Flexible Installment Plan
✅ Clearing Open

03458454772 | 03468454747
www.fespak.com
",Tayyaba,,,Insia,,,,,Previous,,,,,,
SM post,,FES UAE Westminster,"FES and 22 Years logo

University of Westminster
A Trusted Name in Global Education

(fetch images of these points and display them in the design)
EcoCampus Gold Award
HR Excellence in Research Award (HR EiRA).
StandAlone Pledge
Social Enterprise Gold Mark
Times Higher Education (THE) SDG Impact Rankings
The University of Westminster has been rated Silver in the latest TEF 2023


Contact us now 
+971 50 551 9464 
dubai@fesgateway.com
www.fesgateway.com",Tayyaba,Pick rankings pictures from the link,"https://www.westminster.ac.uk/about-us/our-people/careers-at-westminster/achievements-and-recognitions
https://www.westminster.ac.uk/about-us/our-university/our-teaching/the-teaching-excellence-framework",Insia,,,Completed ,,"Study at University of Westminster, A trusted name in Global education for it's awards and recognitions.

Connect with us at
+971 50 551 9464
Visit us at: www.fesgateway.com
dubai@fesgateway.com",Posted,,,,,
SM post,,FES UAE Westminster,"FES, 22 Years & westminster Logo
Study in London 
Westminster Is Still Accepting Applications For
September 2025 Intake 

Contact us now
+971 50 551 9464 
dubai@fesgateway.com
www.fesgateway.com",Tayyaba,Urgent,,Insia,,,Completed ,,"Study in London! University of Westminster is still accepting applications for the September 2025 Intake. Hurry up, Apply now!

Connect with us at
+971 50 551 9464
Visit us at: www.fesgateway.com
dubai@fesgateway.com",Posted,,,,,
SM post,,FES UAE,"Westminster September 2025 Intake Closing Soon
Important Deadlines

Application Deadline – 14 July (Midnight BST)
Last Date For Conditional/Unconditional Offers – 18 July
Meeting Conditions and Paying Deposit – 1 August
Last Date To Request CAS – 25 August (Midnight BST)

Contact us now 
+971 50 551 9464 
dubai@fesgateway.com
www.fesgateway.com",Tayyaba,,,Insia,,,Completed ,,"Important Deadlines - University of Westminster - September 2025 Intake. Hurry up, Apply now!

Connect with us at
+971 50 551 9464
Visit us at: www.fesgateway.com
dubai@fesgateway.com",Posted,,,,,
SM post,,UoP Abbottabad,"FES logo, 22 Years, University of Portsmouth logo
Study In The UK
University of Portsmouth

MSc Strength, Conditioning and Rehabilitation (Highlight)
Accredited by the International Universities Strength and Conditioning Association (IUSCA)

MOI Acceptable (*T&C Apply)
Scholarship Upto GBP 2500 
Financial documents are not required for CAS letter

Contact Us:
0343 8454747 | 0346-8454999
www.fespak.com
",Akbar,,,Shumaila,9 July,,,,"Apply for the MSc Strength, Conditioning and Rehabilitation program, accredited by the International Universities Strength and Conditioning Association (IUSCA). No financial documents required for the CAS letter, MOI is acceptable (T&C apply) and you can secure a scholarship of up to £2500. What else do you want? Apply Now!",,,,,,
SM post,,UCAS Clearing Post 4,"FES logo, 22 Years logo, UCAS logo
Design idea: Visual of a student boarding a plane, passport and offer letter in hand. Flight board in background showing destinations: London, Manchester, Birmingham.
Tagline: “Still Dreaming of the UK? You Still Can.”
Clearing gives you a second chance
Courses still available at top universities in the UK
Let FES help you secure your spot
0341-8454888 | 0346-8454999
www.fespak.com
",Akbar,,,Shumaila,9 July,,,,"Thousands of courses. One last chance. Start your UK journey with FES through
Clearing.
#StudyInUK #UCASClearing #FESAbroad #UKBound #LastChanceUK",,,,,,
Event Cover,,UCAS Event,"FES logo, 22 Years logo, UCAS logo
UCAS Application Week
Choose Your Future
September 2025 Intake

A Golden Chance To Get Admission In Top UK Universities

Shortlist Your Options (logos of these unis)
Edinburgh Napier University
University of Dundee
Robert Gordon University
University of South Wales
University of East Anglia
University of Portsmouth
Manchester Metropolitan University (MMU), UK
LJMU
University of Stirling
Anglia Ruskin University
University of Essex
University of Northampton, UK
Nottingham Trent University
University of Westminster


Secure Your Seat

14 - 19 July, 2025
11:00 AM - 5:00 PM
FES Offices


0341-8454888 | 0346-8454999
www.fespak.com
",Tayyaba,Priority ,https://www.ucas.com/applying/after-you-apply/clearing-and-results-day,Insia,9 July,,Completed ,,Previous,,,,,,
SM post,,Jummah Post - al Malik,"FES, 22 Years Logo
The King (Small)
ٱلْمَلِكُ
Jummah Mubarak

Allah—there is no deity except Him. To Him belong the best names.
(Quran 20:8)
www.fespak.com",Tayyaba,Priority,,Insia,9 July,10 July,Completed ,,"Jummah Mubarak💙
May Allah bless us with His love and mercy, and may we always stand together in faith and solidarity, Ameen!",,,,,,
Event Cover,,MMU Application Day - All Offices,"FES logo, MMU logo
MMU Application Day
Join us at FES Offices in
Lahore | Rawalpindi | Peshawar | Karachi | Mardan | Wah Cantt | Gujranwala | Abbottabad

£5000 Guaranteed Scholarship
For applicants applying to Postgraduate Taught (PGT) programs in:
Business, Marketing, Finance, Economics and Management

£3500 Guaranteed Scholarship
For all other eligible postgraduate courses

Applications are open till the end of July!
Apply Now
Date: 14th July 2025
Timings: 11 AM to 5 PM
0341-8454888 | 0346-8454999
www.fespak.com
",Raheel,Hold other tasks and make this on urgent basis,,Shumaila,10 July,,Completed ,,Previous,,,,,,
Branding,,Quantsol,Quantsol Designs,Akbar,,,Dr. Touqeer,10 July,10 July,Completed ,,None,,,,,,
Card,,FES Visiting Cards,Visiting Card,Akbar,,,Amjad,9 July,,Completed ,,None,,,,,,
Branding,,Flyer,FES Flyer,Akbar,,,Dr. Touqeer,10 July,,Completed ,,None,,,,,,
SM post,,UTS,"UTS College
Study in Australia
One Stop Cambridge International Resource Hub

Top 100 in QS World University Rankings for 2024 (picture)
Apply For November 2025 Intake
Deadline: 30th August, 2025

0341 8454888
www.fespak.com ",Tayyaba,,https://utscollege.edu.au/au,Insia,,,Completed ,,"Ready to flip your future script? UTS College is your launchpad to Australia, bringing you everything you need in one place. Apply by 30th August for the November 2025 intake. Why wait when your future’s just one application away?",,,,,,
Event Cover,,Mardan ,"FES, 22 years
UK Application Day
Logos of Westminster, Uni of East London, MMU and northampton

17-18 July, 2025
11 AM to 5 PM
FES Office, Mardan (Highlight)

Reasons To Attend
✅ Affordable Fee
✅ On-Spot Applications
✅ Scholarships 
✅ Flexible Installment Plan
✅ Clearing Open

0345 8454774
www.fespak.com
",Tayyaba,,,Insia,,,Completed ,,"Where will your story begin beyond borders? Join us at FES Office, Mardan, for UK Application Day and write your own chapter in the UK!

Get Ready For:
- Expert guidance on UK university applications
- Insights into scholarships and funding opportunities
- Personalized support to boost your chances of acceptance

Event Details:
When: 17-18 July
Time: 11am - 5pm
Where:  FES Office, Mardan

All interested students are warmly invited! Don't miss this opportunity to shape your future. Meet our experts, get your queries answered. See you there! ",,,,,,
SM post,,IELTS 8.0 BY FES,"IELTS 8.0 BY FES LOGO
""VOCAB FOR IELTS""

BAND 5.5                  BAND 6.5
🔹Large                🔸Spacious
🔹Tiny                  🔸Compact
🔹Laugh               🔸Chuckle
🔹Cry                   🔸Weep
🔹Facile               🔸Straightforward
🔹Tricky               🔸Complicated
🔹Boring              🔸Monotonous

BAND 7                     BAND 8/9
🔹Unsightly           🔸Hideous
🔹Confined           🔸Minute
🔹Chortle              🔸Guffaw         
🔹Sob                    🔸Lament
🔹Manageable      🔸Effortless
🔹Absorbing          🔸Gripping
🔹Repetitive          🔸Tedious
🔹Innovative         🔸Pioneering",Akbar,"Please ensure the design is visually appealing, featuring boxed sections for each band’s content. Kindly avoid using any generic male or female graphics in the design. Additionally, use the attached reference design as inspiration, incorporating a blurred background effect with the content placed prominently above it.",,Malaika,11 July,,Completed ,,"Your words might be holding you back, so if you want more score-boosting words, save this post and DM us “VOCAB” to get the full guidance. ",,,,,,
SM post,"1080x1350 ig
1080x1080 fb",Internship Announcement,"FES logo, 22 Years
Summer Internship Program 2025
Closed (use Closed sign vector or stamp type element)
Thank you to everyone who applied.
We’ve finalized our interns for this year, and the hiring process is now officially closed.
Stay tuned for future opportunities
www.fespak.com
",Tayyaba,Share it by today,,Shumaila,12 July,,Completed ,,It is to inform you that applications for Summer Internship Program 2025 are now closed. Thank you to everyone who applied and showed interest. Keep an eye out for future openings.,,,,,,
S U N D A Y                                                                                                                        S U N D A Y,,,,,,,,,,,,,,,,,,
Certificate,,Work Anniversary,Muhammad Arsal - 3 Years,Akbar,,,Shumaila,14 July,,Completed ,,None,,,,,,
SM post,"1080x1350 ig
1080x1080 fb",Heriot Watt Malaysia,"FES logo, 22 Years, Heriot Watt Malaysia logo
Why Choose Heriot Watt?
•        Multiple Intakes Available
•        Very affordable for international students
•        Degree Transfer Programme

Rankings: (show rankings in a creative way)
256th In The World
32nd In The UK
Undergraduate Salaries
2nd In The UK
1st In Scotland
0341-8454888
0346-8454999
www.fespak.com",Raheel,,,Shumaila,14 July,,Completed ,,"UK degree goals but on a student budget? Check out Heriot-Watt University Malaysia — multiple intakes, affordable fees and a pathway to the UK campus later! All in one right? Apply now!",,,,,,
SM post,,FES UAE Westminster,"FES and 22 Years logo
Why Choose ENU?

Replace MOI with Academic and Research Excellence
Contact us now 
+971 50 551 9464 
dubai@fesgateway.com
www.fesgateway.com",Tayyaba,"Convert the attached reference into UAE's design, dark background, blue and red",https://www.facebook.com/photo.php?fbid=1171687085002499&set=pb.100064836546780.-2207520000&type=3,Insia,14 July,14 July,Completed ,,"Looking for results, not just a degree? Edinburgh Napier University delivers with a high employability rate, industry placements & international recognition. The plus point is that you don't need IELTS as MOI is acceptable. So, don't wait, applications are now open for the September 2025 intake. Apply now!

Connect with us at +971 50 551 9464
Visit us at: www.fesgateway.com
dubai@fesgateway.com

#fesuae #fesconsultants #studyabroad #studentvisa #consultnow
#FES #fesuae #FESConsultants #studyabroad #ENU #Edinburgh #scholarships #Septemberintake",,,,,,
